Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2019-03-09,485,443,42,40,7,143,96,14,0,0,42,0.25,0,0.75,0.5949,0.057,0.3481,1,56,0,142,87,14
2019-03-10,485,443,42,35,17,141,96,20,48,0,69,0.146,0.3504,0.5036,0.3701,0.1883,0.4416,0,137,0,142,207,5
2019-03-11,485,443,42,88,53,140,97,42,85,0,425,0.0761,0.154,0.7699,0.3933,0.2102,0.3965,11,552,0,142,701,39
2019-03-12,485,443,42,99,61,145,101,66,59,0,553,0.0973,0.087,0.8156,0.4161,0.1417,0.4422,64,678,0,144,867,44
2019-03-13,485,443,42,88,53,146,99,37,128,0,563,0.0508,0.1758,0.7734,0.2901,0.1998,0.5101,22,728,0,144,1033,27
2019-03-14,485,443,42,75,41,144,95,69,38,0,348,0.1516,0.0835,0.7648,0.4877,0.1027,0.4096,7,455,0,144,641,55
2019-03-15,485,443,42,85,46,141,97,80,11,0,329,0.1905,0.0262,0.7833,0.5574,0.0787,0.3638,42,420,0,144,579,62
2019-03-16,485,443,42,35,12,140,97,5,8,0,20,0.1515,0.2424,0.6061,0.6884,0.1232,0.1884,4,33,0,144,80,14
2019-03-17,485,443,42,29,10,137,97,23,1,0,17,0.561,0.0244,0.4146,0.7597,0.0584,0.1818,3,41,0,144,55,9
2019-03-18,485,443,42,58,36,135,95,55,48,0,268,0.1482,0.1294,0.7224,0.3952,0.187,0.4178,10,371,0,144,463,15
2019-03-19,485,443,42,65,38,130,84,67,64,0,381,0.1309,0.125,0.7441,0.444,0.1367,0.4193,22,512,0,144,679,29
2019-03-20,485,443,42,57,33,115,74,53,87,0,1004,0.0463,0.076,0.8776,0.2097,0.0902,0.7001,5,1144,0,144,1246,12
2019-03-21,485,443,42,57,34,111,70,77,77,0,514,0.1153,0.1153,0.7695,0.3289,0.2059,0.4652,19,668,0,144,881,15
2019-03-22,485,443,42,51,35,103,62,57,62,0,532,0.0876,0.0952,0.8172,0.3423,0.1567,0.501,22,651,0,145,885,78
2019-03-23,485,443,42,34,11,101,63,4,15,0,18,0.1081,0.4054,0.4865,0.4392,0.2568,0.3041,0,37,0,145,57,7
2019-03-24,485,443,42,32,10,102,63,13,20,0,13,0.2826,0.4348,0.2826,0.6385,0.1846,0.1769,7,46,0,145,103,5
2019-03-25,486,444,42,83,51,117,71,98,82,0,566,0.1314,0.1099,0.7587,0.4148,0.1842,0.401,21,746,0,145,952,50
2019-03-26,486,444,42,82,48,124,75,75,102,0,409,0.128,0.1741,0.698,0.444,0.251,0.305,13,586,0,146,802,23
2019-03-27,486,444,42,79,51,128,80,73,56,0,963,0.0668,0.0513,0.8819,0.2806,0.1077,0.6117,26,1092,0,146,1297,21
2019-03-28,486,444,42,84,53,132,89,56,23,0,852,0.0602,0.0247,0.9151,0.2933,0.1017,0.605,46,931,0,146,1163,27
2019-03-29,486,444,42,85,60,135,94,52,126,0,484,0.0785,0.1903,0.7311,0.3905,0.2836,0.3259,27,662,0,147,852,35
2019-03-30,486,444,42,43,20,137,94,4,0,0,98,0.0392,0,0.9608,0.3553,0.0702,0.5746,4,102,0,147,155,14
2019-03-31,486,444,42,39,24,137,95,3,4,0,353,0.0083,0.0111,0.9806,0.1266,0.0439,0.8295,0,360,0,147,424,5
2019-04-01,493,452,41,91,53,143,93,79,112,0,633,0.0959,0.1359,0.7682,0.426,0.1861,0.3879,16,824,0,147,1130,44
2019-04-02,493,452,41,98,60,147,97,74,153,0,760,0.075,0.155,0.77,0.3849,0.1901,0.425,5,987,0,147,1160,30
2019-04-03,493,452,41,98,59,148,104,125,45,0,828,0.1253,0.0451,0.8297,0.3757,0.116,0.5082,11,998,0,147,1157,34
2019-04-04,493,452,41,105,57,152,106,70,103,0,481,0.107,0.1575,0.7355,0.4796,0.1878,0.3327,38,654,0,147,861,51
2019-04-05,493,452,41,94,48,154,101,71,120,0,364,0.1279,0.2162,0.6559,0.4755,0.2113,0.3132,26,555,0,147,663,32
2019-04-06,493,452,41,42,13,153,102,8,88,0,20,0.069,0.7586,0.1724,0.3646,0.5162,0.1191,3,116,0,147,152,1
2019-04-07,493,452,41,36,16,154,103,43,42,0,56,0.305,0.2979,0.3972,0.4846,0.2731,0.2423,10,141,0,147,175,11
2019-04-08,494,453,41,103,51,152,103,64,103,0,593,0.0842,0.1355,0.7803,0.4373,0.193,0.3697,31,760,0,147,944,37
2019-04-09,494,453,41,92,54,147,105,61,27,0,588,0.0902,0.0399,0.8698,0.3869,0.1256,0.4874,18,676,0,147,789,32
2019-04-10,494,453,41,104,49,144,99,30,19,0,344,0.0763,0.0483,0.8753,0.4652,0.1544,0.3804,30,393,0,147,556,46
2019-04-11,495,454,41,99,47,143,94,59,51,0,459,0.1037,0.0896,0.8067,0.4595,0.1585,0.382,16,569,0,147,737,31
2019-04-12,495,454,41,99,46,142,97,65,51,0,515,0.103,0.0808,0.8162,0.4403,0.1803,0.3794,15,631,0,147,793,29
2019-04-13,495,454,41,44,13,143,97,21,0,0,34,0.3818,0,0.6182,0.6274,0.1132,0.2594,6,55,0,147,85,8
2019-04-14,495,454,41,37,11,142,97,9,8,0,12,0.3103,0.2759,0.4138,0.795,0.1118,0.0932,4,29,0,147,70,13
2019-04-15,495,454,41,72,38,144,95,59,67,0,288,0.1425,0.1618,0.6957,0.4734,0.2271,0.2994,15,414,0,147,545,38
2019-04-16,495,454,41,95,57,147,102,95,83,0,396,0.1655,0.1446,0.6899,0.4805,0.1518,0.3677,19,574,0,147,719,33
2019-04-17,495,454,41,73,43,144,102,53,127,0,425,0.0876,0.2099,0.7025,0.3142,0.331,0.3549,58,605,0,147,765,23
2019-04-18,495,454,41,75,40,139,98,50,42,0,328,0.119,0.1,0.781,0.4892,0.1085,0.4024,18,420,0,147,654,28
2019-04-19,496,455,41,86,44,137,95,66,53,0,252,0.1779,0.1429,0.6792,0.5603,0.1522,0.2875,56,371,0,147,503,21
2019-04-20,496,455,41,30,10,134,97,12,7,0,5,0.5,0.2917,0.2083,0.6786,0.2143,0.1071,3,24,0,147,36,4
2019-04-21,496,455,41,33,10,133,96,12,70,0,216,0.0403,0.2349,0.7248,0.2384,0.2521,0.5096,7,298,0,147,363,1
2019-04-22,496,455,41,87,53,136,101,45,67,0,453,0.0796,0.1186,0.8018,0.414,0.1998,0.3862,6,565,0,147,721,26
2019-04-23,496,455,41,88,44,133,90,69,64,0,853,0.07,0.0649,0.8651,0.3777,0.1462,0.476,13,986,0,147,1176,46
2019-04-24,496,455,41,83,48,136,91,67,73,0,718,0.0781,0.0851,0.8368,0.343,0.1118,0.5452,15,858,0,147,999,20
2019-04-25,496,455,41,100,51,136,91,62,162,0,819,0.0594,0.1553,0.7852,0.3382,0.1934,0.4684,14,1043,0,147,1198,29
2019-04-26,496,455,41,92,45,134,93,83,55,0,365,0.165,0.1093,0.7256,0.5265,0.1559,0.3176,10,503,0,146,653,38
2019-04-27,496,455,41,21,1,134,92,1,0,0,2,0.3333,0,0.6667,0.7955,0.1136,0.0909,0,3,0,146,25,0
2019-04-28,496,455,41,22,7,135,91,2,6,0,160,0.0119,0.0357,0.9524,0.1025,0.0533,0.8443,8,168,0,146,199,5
2019-04-29,496,455,41,73,46,137,96,59,203,0,473,0.0803,0.2762,0.6435,0.284,0.2832,0.4328,32,735,0,146,840,19
2019-04-30,496,455,41,82,52,137,99,123,87,0,761,0.1267,0.0896,0.7837,0.4126,0.1227,0.4647,13,971,0,146,1124,45
2019-05-01,496,455,41,87,47,135,100,158,22,0,919,0.1438,0.02,0.8362,0.3668,0.0558,0.5775,10,1099,0,147,1239,27
2019-05-02,496,455,41,76,46,137,96,79,96,0,406,0.136,0.1652,0.6988,0.4049,0.1599,0.4352,0,581,0,147,707,28
2019-05-03,497,456,41,89,54,135,96,86,38,0,365,0.1759,0.0777,0.7464,0.5227,0.1133,0.364,0,489,0,147,581,20
2019-05-04,497,456,41,22,3,133,97,1,0,0,3,0.25,0,0.75,0.5345,0.2414,0.2241,0,4,0,147,30,0
2019-05-05,497,456,41,34,19,135,99,9,55,0,163,0.0396,0.2423,0.7181,0.2249,0.254,0.5212,1,227,0,147,377,7
2019-05-06,497,456,41,68,42,138,98,72,70,0,427,0.1265,0.123,0.7504,0.34,0.2233,0.4366,0,569,0,147,707,24
2019-05-07,508,467,41,88,58,146,99,94,155,0,935,0.0794,0.1309,0.7897,0.3626,0.1518,0.4856,0,1184,0,148,1347,21
2019-05-08,512,471,41,83,50,149,103,55,53,0,845,0.0577,0.0556,0.8867,0.311,0.122,0.5669,1,953,0,148,1103,24
2019-05-09,513,472,41,88,40,149,100,9,23,0,312,0.0262,0.0669,0.907,0.3719,0.1573,0.4707,0,344,0,148,437,18
2019-05-10,516,475,41,93,38,152,98,51,66,0,225,0.1491,0.193,0.6579,0.5296,0.2376,0.2328,0,342,0,148,485,40
2019-05-11,516,475,41,34,5,152,99,2,1,0,2,0.4,0.2,0.4,0.6792,0.2547,0.066,0,5,0,148,26,0
2019-05-12,517,476,41,32,15,152,99,22,9,0,34,0.3385,0.1385,0.5231,0.4145,0.3834,0.2021,0,65,0,148,92,1
2019-05-13,517,476,41,70,45,156,102,86,66,0,380,0.1617,0.1241,0.7143,0.403,0.2276,0.3694,0,532,0,149,638,17
2019-05-14,517,476,41,78,35,152,93,62,54,0,365,0.1289,0.1123,0.7588,0.3944,0.2269,0.3788,1,481,0,149,561,23
2019-05-15,517,476,41,68,31,144,81,82,57,0,321,0.1783,0.1239,0.6978,0.49,0.181,0.329,0,460,0,149,536,21
2019-05-16,518,477,41,72,44,142,77,116,49,0,661,0.1404,0.0593,0.8002,0.4368,0.1217,0.4415,0,826,0,149,956,33
2019-05-17,518,477,41,63,27,122,72,25,16,0,165,0.1214,0.0777,0.801,0.451,0.1316,0.4173,0,206,0,150,293,9
2019-05-18,518,477,41,38,11,125,72,4,2,0,7,0.3077,0.1538,0.5385,0.5844,0.1948,0.2208,0,13,0,150,26,3
2019-05-19,518,477,41,27,10,125,71,2,7,0,22,0.0645,0.2258,0.7097,0.4959,0.2645,0.2397,0,31,0,150,36,2
2019-05-20,518,477,41,50,34,122,64,51,37,0,326,0.1232,0.0894,0.7874,0.3718,0.2086,0.4196,2,414,0,150,484,9
2019-05-21,518,477,41,61,33,124,63,152,30,0,455,0.2386,0.0471,0.7143,0.4772,0.1591,0.3638,4,637,0,150,729,14
2019-05-22,518,477,41,66,34,121,65,30,69,0,1058,0.0259,0.0596,0.9144,0.202,0.094,0.704,1,1157,0,150,1289,14
2019-05-23,518,477,41,55,33,116,60,85,44,0,288,0.2038,0.1055,0.6906,0.4868,0.1549,0.3583,0,417,0,152,516,20
2019-05-24,518,477,41,62,21,113,59,63,40,0,147,0.252,0.16,0.588,0.5291,0.1553,0.3155,1,250,0,152,316,24
2019-05-25,518,477,41,27,9,114,57,9,3,0,38,0.18,0.06,0.76,0.5102,0.2041,0.2857,0,50,0,152,54,1
2019-05-26,518,477,41,18,4,112,57,0,1,0,17,0,0.0556,0.9444,0.6,0.1667,0.2333,0,18,0,152,23,0
2019-05-27,518,477,41,25,5,107,51,1,6,0,4,0.0909,0.5455,0.3636,0.4912,0.4211,0.0877,0,11,0,152,36,5
2019-05-28,519,478,41,41,22,97,46,39,59,0,234,0.1175,0.1777,0.7048,0.2904,0.2549,0.4547,0,332,0,152,397,5
2019-05-29,519,478,41,40,23,91,42,51,41,0,419,0.0998,0.0802,0.82,0.2862,0.1888,0.525,1,511,0,152,587,10
2019-05-30,519,478,41,36,9,89,34,8,3,0,43,0.1481,0.0556,0.7963,0.5443,0.1561,0.2996,0,54,0,152,96,3
2019-05-31,519,478,41,41,19,84,34,89,27,0,651,0.116,0.0352,0.8488,0.2684,0.0564,0.6751,1,767,0,151,837,10
2019-06-01,519,478,41,18,6,80,33,1,2,0,68,0.0141,0.0282,0.9577,0.3315,0.1359,0.5326,0,71,0,151,82,2
2019-06-02,519,478,41,15,3,82,33,0,1,0,5,0,0.1667,0.8333,0.6087,0.1522,0.2391,0,6,0,151,15,1
2019-06-03,519,478,41,43,24,86,38,42,50,0,494,0.0717,0.0853,0.843,0.257,0.1778,0.5652,1,586,0,151,671,33
2019-06-04,520,479,41,49,24,87,37,71,54,0,542,0.1064,0.081,0.8126,0.2401,0.1838,0.5761,1,667,0,151,723,9
2019-06-05,520,479,41,40,28,86,39,80,112,0,766,0.0835,0.1169,0.7996,0.2121,0.1668,0.6211,2,958,0,151,1054,30
2019-06-06,522,481,41,45,29,89,41,62,69,0,602,0.0846,0.0941,0.8213,0.2171,0.1994,0.5834,1,733,0,151,870,22
2019-06-07,522,481,41,41,27,88,44,124,66,0,267,0.2713,0.1444,0.5842,0.443,0.2071,0.3499,1,457,0,152,556,36
2019-06-08,522,481,41,25,6,90,43,2,1,0,113,0.0172,0.0086,0.9741,0.2211,0.0281,0.7509,0,116,0,152,124,0
2019-06-09,522,481,41,25,6,87,42,42,31,0,56,0.3256,0.2403,0.4341,0.4492,0.2305,0.3203,0,129,0,152,148,0
2019-06-10,523,482,41,49,25,87,43,126,64,0,524,0.1765,0.0896,0.7339,0.2805,0.1671,0.5524,2,714,0,152,832,17
2019-06-11,523,482,41,34,25,82,41,41,136,0,710,0.0462,0.1533,0.8005,0.1489,0.268,0.583,2,887,0,152,963,20
2019-06-12,523,482,41,41,29,84,41,30,30,0,323,0.0783,0.0783,0.8433,0.2022,0.2359,0.5619,1,383,0,152,479,15
2019-06-13,525,484,41,49,29,81,40,55,278,0,536,0.0633,0.3199,0.6168,0.1669,0.4081,0.425,2,869,0,152,954,17
2019-06-14,523,482,41,45,27,82,41,65,51,0,308,0.1533,0.1203,0.7264,0.3326,0.2367,0.4307,1,424,0,152,523,35
2019-06-15,523,482,41,23,5,81,41,14,2,0,0,0.875,0.125,0,0.7676,0.2042,0.0282,0,16,0,152,25,3
